pathway	SRR5275058	SRR5275059	SRR5275060	SRR5275061	SRR5275062	SRR5275063	SRR5275064	SRR5275065	SRR5275066	SRR5275067	SRR5275068	SRR5275069	SRR5275070	SRR5275071	SRR5275072	SRR5275073	SRR5275074	SRR5275075	SRR5275076	SRR5275077	SRR5275078	SRR5275079	SRR5275080	SRR5275081	SRR5275082	SRR5275083	SRR5275084	SRR5275085	SRR5275086	SRR5275087	SRR5275088	SRR5275089	SRR5275090	SRR5275091	SRR5275092	SRR5275093	SRR5275094	SRR5275095	SRR5275096	SRR5275097	SRR5275098	SRR5275099	SRR5275100	SRR5275101	SRR5275102	SRR5275103	SRR5275104	SRR5275105	SRR5275106	SRR5275107	SRR5275108	SRR5275109	SRR5275110	SRR5275111	SRR5275112	SRR5275113	SRR5275114	SRR5275115	SRR5275116	SRR5275117	SRR5275118	SRR5275119	SRR5275120	SRR5275121	SRR5275122	SRR5275123	SRR5275124	SRR5275125	SRR5275126	SRR5275127	SRR5275128	SRR5275129	SRR5275130	SRR5275131	SRR5275132	SRR5275133	SRR5275134	SRR5275135	SRR5275136	SRR5275137	SRR5275138	SRR5275139	SRR5275140	SRR5275141	SRR5275142	SRR5275143	SRR5275144	SRR5275145	SRR5275146	SRR5275147	SRR5275148	SRR5275149	SRR5275150	SRR5275151	SRR5275152	SRR5275153	SRR5275154	SRR5275155	SRR5275156	SRR5275157	SRR5275158	SRR5275159	SRR5275160	SRR5275161	SRR5275383	SRR5275384	SRR5275385	SRR5275386	SRR5275387	SRR5275388	SRR5275389	SRR5275390	SRR5275391	SRR5275392	SRR5275393
OANTIGEN-PWY	7449.578719643477	16122.224245893532	5416.588106051221	10720.933918288216	6267.831683335651	7925.837817316677	10117.453010254303	7309.8632841909175	9399.987210773248	10776.08794349643	19543.117125125187	10576.095768278192	7907.2590017708	9954.33172255583	10347.394139834323	6009.967413705465	7500.64088608144	5999.198860553061	5888.840905941397	11113.115716779888	7830.967620350432	7312.952637933961	2258.684490628851	4376.179618124908	4256.040254987874	8289.174166846957	12166.635461706117	9175.728995872076	9854.782829034697	2194.751422024071	2630.0288160237837	7628.172557035887	9223.247979687318	2102.599115522722	6209.390145162862	10995.792373169807	4841.469561708542	10285.13467566234	12148.641721070628	9536.66867211795	8537.058734663795	6823.733111962207	3553.578495795609	7232.7875592642595	17563.274116297223	6412.482307056287	6350.720751138331	2049.1157645336293	6204.704789213725	3407.485959838598	7246.485008354016	7226.837876796474	8011.801326377463	8278.42246331409	11659.318432401089	7085.07787746987	13818.890462586029	5405.125198231421	10737.727951117655	7892.811567493304	8982.967461782935	2608.8347382749093	5996.225903044166	13792.426010416097	7295.40915765095	5272.147554414559	29223.47618684321	5681.3657649439565	6333.461487947492	6642.178615593738	7295.72805004209	4433.760350962068	14447.890853880364	28774.34543990735	8835.136852890364	5675.908082837982	5426.053291422988	8298.134218626317	6668.098775155124	1374.1613260205086	11486.84239913686	24302.42772555714	13558.724358100633	20506.14041781485	11388.51867573417	6631.381185519136	7263.285672179092	3644.6773783749545	7470.623816187195	6683.260008716191	935.8070755353865	5482.816792740258	9256.343405626592	18962.076428145454	7136.490567650998	8753.864357004171	5245.68134941997	3340.224886071386	19089.325746700888	9638.812670754605	8357.044431321434	6001.934835532168	14124.53996991506	13812.901783381274	5314.40477928607	5384.71153352727	7826.042515698484	7738.381710973696	6321.881167831131	808.5443761303682	6369.992526245861	6567.209206102886	10264.380042181225	3912.3869958131572	3467.1101504676726
ORNARGDEG-PWY	0.0	0.0	0.0	57.70888196428383	0.0	0.0	0.0	0.0	111.03641942254947	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5034067427344433	0.0	0.0	0.0	0.0	0.0	0.0	0.0	85.062286602619	0.0	0.0	130.79678141853609	0.0	0.0	0.0	0.0	0.0	0.0	27.131109340493982	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.9160438466297	0.0	0.0	9.258323348807373	0.0	0.0	0.0	0.0	0.0	0.0	102.77005341688222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.671627710530295	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	231.11015671573952	0.0	0.0	0.0	83.91640575950056	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ORNDEG-PWY	0.0	0.0	41.666918429003026	492.09224554997724	15.948670032522346	162.06360424028267	29.69178082191781	321.14714042098296	1959.959558704113	21.90670778720123	37.827324364723474	131.10573823339783	19.866399465597862	21.87417132458079	25.746721618583738	261.0664474001087	212.84410228210064	413.4477061397623	1.7083555329745699	55.61075681485876	264.14318578726346	23.897730541282417	42.58376005852231	82.37087523896601	0.0	613.7873956254722	894.388475289719	2007.3430337850496	97.9244499792445	199.46054830797283	165.789645563779	373.89623224212477	0.0	177.80901856763927	384.65222929936306	1491.7028199566162	366.68053721814726	542.8244788164089	400.3601984336296	350.2491113476841	729.19209889463	476.58884756310243	122.15800779612057	283.40322324780703	121.4510790562451	59.14333442796156	75.78362886674186	0.0	143.8558164937193	0.0	13.953823681854594	66.14371738257728	40.75625123098334	136.05129460086806	0.0	49.130547360825176	177.06961183805177	273.9741146698782	27.875929735717676	27.31107205623902	47.73818181818182	11.947617315387413	0.0	775.5771167477926	562.7168350372028	189.83311251656124	152.4438034294593	19.81250410147278	0.0	38.02028504384712	0.0	82.25937552162422	25.554905911323562	244.45272374253582	99.80745943515439	0.0	0.0	219.3226634252869	12.95744680851064	15.769473210265646	43.66091720494892	26.61176912024712	0.0	6.010331220188725	478.059265677132	17.05389168748411	34.58642853942677	0.0	0.0	79.95666287771147	0.0	0.0	149.25246759424425	143.0240799636529	221.90907705288072	64.76285146265266	0.0	151.86298252996087	88.85235847153291	131.26243236568556	175.4850888052658	391.2638216641184	82.05105726693454	1378.130093908848	39.82555185580116	129.40777806521075	227.35871831449575	290.6372370431907	19.661779378688717	0.0	17.099463610228476	18.588268511329144	0.0	5.989973094470162	0.0
P101-PWY	0.0	0.0	0.0	116.85876308124317	0.0	60.60150222065262	4.7494513271785355	274.27839421281044	248.9509087246152	7.459574928307271	26.495874639596316	24.857854055113787	0.0	0.0	14.942154891235736	488.1542917074492	202.80128254826454	74.03160162347075	24.880732437642173	23.29929010581024	166.55196072852846	14.83234127742599	23.043034329702856	0.0	0.0	272.06357948594035	223.5256692483167	650.331294579767	40.67202572369625	50.6760282877665	14.71542706073593	0.0	47.495707270852506	14.859677792884355	41.283660717963784	100.08196199128574	14.780622998253415	590.572856973462	132.01593812417707	0.0	76.57232017455512	147.69778317943957	24.41030589480542	71.7548418744857	40.53690361588311	72.37178338876708	47.3059648185367	7.230943256945572	172.8629595044001	0.0	0.0	0.0	0.0	110.0479254133768	0.0	0.0	23.775436896210007	19.465830265544817	52.609283897960715	0.0	0.0	12.256086962903863	18.73611112047371	108.279947843697	38.94702816322444	21.549222600483525	95.13462999162047	9.668126710894542	129.14555823104695	0.0	0.0	0.0	0.0	773.301691693161	56.65512179853441	56.637243830716	0.0	33.78664231641007	102.88474739151846	31.988582165925624	43.13910918633275	92.2122761723363	0.0	9.750815081694318	1031.9372828258633	19.548261102792562	0.0	0.0	0.0	0.0	3.7489361404359633	0.0	25.648785310151666	0.0	10.33479429573213	23.046221387240223	0.0	9.8067392449085	0.0	71.41717974618157	19.35810382463284	530.8151937539931	42.700245553421695	234.7905945372931	162.6152039143517	51.30393111653895	0.0	61.85651855265709	0.0	0.0	13.088986512160876	12.12849696174029	41.889635145750894	0.0	0.0
P105-PWY	1934.8554858627408	5878.640901072722	2028.4804821170571	858.8163535784959	2365.658165672803	663.1309283845627	3431.5381609733304	1130.6040169888515	1511.6534765672427	1908.9579363018754	2367.8045839529423	3965.777191667427	1005.8616071611456	1172.2984260083392	160.68720486593642	1246.7715123272292	1968.6394270120804	884.1596958600894	194.3155313140455	2974.5361772748893	2384.2422634589984	431.33738943272635	559.672147656113	1425.4189629839877	0.0	750.9841941000413	353.6516086417443	1164.1149934282296	3263.7103862832923	58.84803197739402	200.20777090246477	0.0	479.4876262920941	48.57014218702439	516.893603872032	531.5549205567625	405.12037312119827	75.01947138009331	330.67544601085814	0.0	957.7594307441053	2359.0342313065644	1090.9922709881944	2492.59396397087	1246.4668532093713	1327.0164192867408	495.00642543652435	334.20703557356126	1489.0263847708009	585.0686830852685	1088.5948599082265	670.5917062274219	4329.137161949067	3282.2698076006272	437.3896391929042	1081.1439497042093	154.16392083114678	439.55763255951064	323.67472310308807	448.50256565218035	1448.416284390536	354.8188374901285	663.5680756974415	476.51720873399205	4417.990530797278	560.0131408918493	1518.2268771908687	2526.05476992796	1805.0514210467002	510.0742339642126	214.0024850224152	789.2651914645819	947.6573100120899	1926.0385370955764	477.22133950508066	812.506998462241	189.3116907243689	4306.321047088041	147.19077995561574	398.13716170476494	1188.6710658466934	785.6811396689044	1462.060936577855	831.1424773873883	4547.096575155032	41.501740095260836	1933.4885060311176	1405.2328151697147	0.0	1677.0805343998404	0.0	395.22498806423397	1670.4797709473046	126.13612223593753	838.3121900596354	2850.0410532101205	312.5899255457989	522.1577226329268	1369.7385886596974	967.7520467596349	164.1149556990506	1465.3913373758191	487.50234160590037	596.9307541489404	1347.3063125941114	1691.8154665381608	1378.9979358217236	1527.7697303287264	2443.680479482068	107.12346719004678	890.0827422179001	168.14550509458712	2656.7268159906316	990.7390776426387	369.6401371893329
P108-PWY	0.0	0.0	0.0	41.95727898473068	0.0	45.443966169041865	549.2237975137822	63.89986781139886	0.0	0.0	27.97262722879344	0.0	0.0	7.498952224044672	0.0	247.4118261874483	73.69994067843551	55.78500078724917	0.0	69.88179732294688	41.87801578652014	6.997402756592891	0.0	132.27683826703904	0.0	0.0	0.0	0.0	3.999413744235648	0.0	183.88492278292333	495.7386783766083	452.3357565912031	63.58232276336404	0.0	0.0	83.4953798755219	141.5485062504374	118.92422978849588	640.7789206818217	1487.8166086245444	245.7177903057566	0.0	0.0	28.893057747122096	1.9996498533121732	53.477718768486135	0.0	13.984167331733467	0.0	11.654062558739392	0.0	33.9355482130512	35.93014123813922	0.0	53.08289798225627	20.280954784418213	3.657959887584239	5.993454365744512	6.655487612489624	0.0	0.0	8.993941833568584	3.9994006043629735	180.26242109764829	214.10206778995334	257.23344343794065	29.59782376716766	327.66798260832053	0.0	255.29082251047203	90.44548831384937	1.339813279766883	61.78067457403084	3.9972843860172302	248.18988509242598	0.0	33.94372835620436	326.1145305189617	73.33183238286117	388.63851082801244	148.29248055454175	0.0	119.345202648226	90.73588928188973	0.0	7.997021794872837	0.0	0.0	27.972560103255372	0.0	0.0	47.88144104780448	0.0	0.0	0.0	0.0	53.71614954579929	0.0	0.0	0.0	75.4474801097407	17.97654514446172	0.0	0.0	110.16858671430795	0.0	49.32202163131498	0.0	0.0	47.85914424854269	0.0	0.0	44.17612794921549	103.90704006369808
P125-PWY	836.4262644486034	1539.824222183978	313.5741677795022	206.46297404769354	769.2552633785906	348.66620857705044	1173.3488987303526	228.88580509698642	918.5806769242337	445.8837070450798	526.7337551238098	191.97761919383024	107.81309776986413	86.9885722459882	69.27914088319622	838.232312944514	2013.992950340989	861.5651099697113	131.43946063290045	594.5553219451568	1995.5191677101898	426.97490446981504	581.2564614747366	1650.0619381420322	0.0	1006.128384755918	383.8406036132803	536.9697861147528	1611.7644487402872	153.73641247497653	105.16452000967502	185.43704744614547	159.48684561803023	83.27157278002191	230.09414782374694	424.6495773565575	259.8003362295822	492.7687812373826	273.84483353175204	156.3919219749406	244.20738069842534	1767.0557877860529	836.9678505009631	2797.470633521483	947.3451137033258	1319.9893285375022	410.944396822102	380.24159131992076	2170.7866859940937	462.2164654354781	889.59882716899	152.08719767921068	1546.5039321015715	178.80281270168453	173.95769485152755	29.085192719688273	109.95369709696696	112.76097998633871	23.3959902282134	252.50539339764444	311.7166267440317	224.355225934995	353.9234321596931	354.0511198938644	482.87793223290333	828.4370427857955	184.5175092444706	135.00633087721403	2450.3066006161284	310.01364720177025	118.93738012593587	567.7427808075921	293.0405825028201	1846.4324189089555	729.9338983789044	913.0068360057488	34.78832921737411	2220.2172979932902	49.180630376950035	455.2296173711679	707.996241113122	600.073487475786	1131.6807834926644	441.2400750003347	3674.308226949509	367.99753130805306	1104.0337764678145	709.7757637740149	0.0	311.282295391805	0.0	85.11713191945802	736.5498373806272	67.15554584275901	260.44188469850116	873.7344306003831	1368.3523770047227	176.60423971302353	195.11867583183013	450.3888753539111	40.4671910271187	961.117243185919	165.46353066511244	881.939227072027	1224.9706249878798	1519.3009069108316	1724.34274190626	1339.286269270577	1097.7630816871347	28.99815330346508	41.00003193732672	140.07258719038373	930.0745322431246	707.9059141248741	128.27933673977066
P163-PWY	11.868133275010402	12640.244778502063	1824.3918897270955	8088.282457052905	3125.8781608292093	7430.70153676544	3972.3428940682315	47.2301886166552	1876.4780775655997	4984.154906328702	3463.2577252263086	6120.346565808383	5208.37383021628	14138.361615552585	24.18957468879668	203.46531051558796	136.69338825988848	59.46512594524959	0.0	9461.69257184972	228.2772031938181	58.016407149411215	155.74847525297722	131.00817983140806	0.0	3203.194121253741	0.0	2934.6649991703725	4057.190325215517	18.258355606981496	267.55108434705954	17.885777692059143	3266.333867081891	4.9368078657363315	351.6524381901128	6803.986045793156	5.416256288434237	1582.158291634916	4939.216829864476	1130.7030484915606	2386.3907080747745	462.39203227879307	84.38665287647741	513.0943314607152	168.01451856368428	169.9643069274932	59.44564353636025	21.244664634146343	480.5930118944274	13.424199108719414	6452.149388950014	4411.111111111111	777.7976264236376	61.94011778072066	5472.467957028036	324.10715363718685	9655.833656814648	142.69959147770524	25.226635495387807	2457.470500962025	7385.867295384477	214.12746768829751	129.36585275952282	817.5347002838851	144.20698819564433	0.0	99.97876085445492	40.085266706325605	257.3783639912462	1220.2593355775787	87.56738261347856	159.54390656217163	401.16913602318556	197.4283313024851	254.34659068960096	105.75517322452761	0.0	81.39485670896109	81.32218711106862	26.842105263157894	143.90422101016281	7915.583298613249	1103.2360337967878	78.31636413810018	317.64123856282407	1373.5806048966992	586.7952879164343	3090.103736357521	3374.511318600121	7606.621855151202	0.0	1564.6266100811556	37.82358762667984	9396.183687467554	1656.402810850697	6412.657092698676	1503.3333333333333	1558.6652474304924	20237.396364313372	374.05971776943886	1213.0942850944045	308.6522957289712	1162.6886504316608	0.0	409.51503584332994	198.28375832277416	644.7362852277998	204.83034256996004	2992.9271018004115	166.55405405405406	3427.1529809972762	2284.706441078289	7544.778279599268	1510.0460623556858	1225.2410647642528
P164-PWY	45.50979274349329	6369.236143709948	2459.4247402554556	1470.9744326602931	3016.6413981497662	2833.165654535342	2702.3028928341414	6039.741393619723	3374.9850116699718	3009.2690639041	3928.1170210802493	2526.253485941783	1724.5708519768489	1753.4441764827225	0.0	1512.5169910439863	2476.8588798674928	1537.0825823362727	181.65812840067738	3921.9623875522157	1998.544364203865	402.40849065216065	561.705780610515	1725.1333227250377	146.73750233919228	2237.8637406855223	130.52187803412116	3716.9187305074056	3494.939642061464	94.11594226696619	548.5942593030618	2369.658095732543	2656.7459351952575	0.0	718.1957869307121	2865.697835403919	261.25201792067935	2684.61057517388	1813.0405359754654	2795.7275432137035	1681.3341771397081	2074.9683122703327	654.8348342281128	2050.194545118527	727.6853145710705	2047.4240408548233	1398.4932469786918	277.56430613347095	2587.599249301462	762.8089970548751	1634.892938474918	1821.113106066938	2887.716692848636	1357.5043817056815	1941.8634070612377	1039.2689956450372	1020.7572720818985	510.2655723998078	287.37117931739135	766.0187392799037	2725.064003998241	652.5576591762102	2336.9116104469053	2223.412324709842	648.4611037812807	1254.91498891506	904.3234071341175	193.0604428808853	2512.2750060535245	641.0686605361262	917.2942225195377	1477.9362379082409	839.9925940755573	2120.5547194128003	1738.3459103001674	1151.0176376681814	90.69368886263472	202.60505550395536	2043.581772104417	637.5715736496139	1184.0905103657046	3259.390865585673	2583.567793842818	1446.0707922073716	4226.668522642232	347.3749876429055	3784.3372828162023	1209.2030538465197	165.27992635555157	979.9522362915915	0.0	0.0	762.0631564840584	914.746090751776	236.71327344300974	2131.461265068907	0.0	1172.8358266700366	361.3591299884476	0.0	1209.9768459770032	1045.0121843574977	1424.5146637925245	179.22701334188775	1908.5961944844416	1731.7730873224705	2741.8344685158013	2079.7292320211973	1253.2774926657348	208.7812476919773	1464.5051139893435	467.7385710330122	3323.2145150624483	1431.8708735651987	1395.3549287460899
P184-PWY	337.00784579676986	0.0	0.0	0.0	11.134274323571658	0.0	0.0	0.0	0.0	0.0	0.0	220.25108465426476	0.0	0.0	437.59928346991853	0.0	135.70883110544315	48.40936131315502	421.3558879378533	0.0	165.4633072153236	541.021882697726	28.632519389238972	10.557206537890046	80.83797054009821	30.641868714639457	0.0	64.82349097621463	0.0	0.0	6.192307692307692	0.0	0.0	12.911300174249519	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.323644933228594	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.034532698249228	12.014473477842932	0.0	0.0	0.0	0.0	0.0	0.0	9.790753945215727	30.734621376001925	0.0	0.0	0.0	86.00394624922147	0.0	0.0	0.0	0.0	0.0	6.353883290547531	0.0	0.0	0.0
P185-PWY	3628.0302176886275	5390.968544604944	1600.085418029856	575.185578029749	1833.5491809678635	633.3572511434523	2413.5376647355693	1110.7978519151943	1032.36291354637	1443.9523370828763	1705.9536095081717	9094.156944298787	859.641011210535	4601.409964362529	2748.39637588416	1480.177946866186	1870.2492825559264	3321.2494130534888	3183.9500429614136	2414.8045430268594	1265.1236755696802	6868.764276155485	491.09436906320803	111.9978292192259	687.561235910908	734.2354897488461	353.7914259320728	785.2623548692168	2564.2359434260866	74.5202005711994	149.23203997381418	83.74302843343993	716.9773271182548	279.8488789891988	332.1701919390126	577.2338099779911	361.3354528394286	437.2869517077019	267.1718146399138	263.74827932843414	419.1732157099121	2237.1700940752853	196.06739094639897	501.63137123807775	309.0856835525401	65.96742903903153	95.35498055008776	21.47557677706656	207.57286335007925	11.192182039091163	785.0636424793698	423.6610128122455	4011.2784805641904	3015.480557521838	278.74660917595577	900.0472033159365	98.56245574024591	276.1544987917264	143.5559571818314	245.66650363379466	1016.1783220087375	72.31085402578465	75.70149697655798	410.5330160257129	3129.8662159719343	139.59574288001286	1090.91966289008	1953.1336763728948	151.22663598744282	61.97961203719376	154.79815968160437	178.606591852065	658.4966021976597	440.45441668959234	46.88336706268454	254.31894170046624	122.95290406238017	3276.027836922416	235.12840563980217	39.63392040942566	117.29627962385865	159.32548915058572	407.6324680483421	120.57392191943077	474.6605743634874	33.54443848700379	830.365562816605	1182.339642712654	0.0	1410.32369364623	0.0	248.31301076018627	1182.2211854259617	95.85301111504029	548.5324258574375	2202.5628627041383	186.38820154480163	314.7389376700266	902.1080015903597	649.7557340210042	132.59874686745303	863.6316088724197	362.7269160148342	570.4430872953889	572.7474269972893	635.6444447148014	423.7409329533686	259.29025792342895	1508.9836268600375	22.454997104715197	667.8785480719096	62.633140875973	2084.292899745734	455.54510317931596	138.37719195370397
P221-PWY	6091.10898327356	124.85754228692608	96.88566438766551	1100.37377918591	39.84095972755862	420.6904665105371	99.36084003509393	1332.246265117957	4540.593133534871	59.68631775694521	1606.6757067834953	169.68199627276445	21.937989894599852	46.29950734403086	1509.7969179528477	2010.3574324491285	2213.8956278001433	713.8756034270352	798.569079235863	117.30956138645176	483.8019741791918	962.462362467211	87.79283747947046	197.56512001682435	388.6466149361032	1473.67760031155	2365.6663200012786	6946.77066350737	194.4580715549251	794.9658124763182	480.6514605087636	2846.04878024582	2766.646759327774	814.2649749895546	1367.632042771091	2820.956690342514	721.4314334519919	2144.8982806399063	1043.8599590613821	3554.0474789819505	1953.1728063123066	795.4717377637187	322.2519781269783	870.1658963463261	253.22396074297353	259.7790234072634	1821.2728620339687	5.9917903670024515	1068.0631524038324	99.26875067025553	263.24836483754893	95.3850356870221	39.37905801026509	440.7293475751017	7.9883132065828875	54.95584397143049	313.1426627120944	478.5268859951633	186.45633159656632	87.23764882126308	103.39435161726188	23.868553662516113	113.27049118090667	1137.923310338377	1198.2016481403234	329.82720967175834	495.6277087645908	55.382829269366056	1345.0840610807368	59.49978192385417	375.5663444421171	125.78551540209503	75.53226738795347	1809.0177401640499	1696.129549784537	310.1846720050794	0.0	803.757759146154	1678.8488869198334	15.783058954953193	1219.7510264664932	310.1928401179469	212.29981006502192	35.12557359404595	2822.1051276344783	3.9974216331755756	129.23362891468489	0.0	0.0	437.4632641503752	130.7612699672795	0.0	274.07658814148215	202.25518411883243	332.7993814515801	150.75080314881683	93.21892177408017	442.6114497965845	222.71978373755024	384.29946430231143	433.04215379627743	957.3823505151737	614.0889014352592	3760.7099919536595	341.05121957871876	769.5643305563628	336.378838750789	492.0086732810074	306.3756454327221	0.0	55.03847605519943	82.53407174151165	229.02119551621365	24.60353968568237	67.24158376798118
P23-PWY	1093.8263168229269	1114.2179102307355	916.6147101918584	7758.830738165426	4221.907853381641	5942.884489162648	5737.568796718557	4511.12302261539	11419.236497923395	5785.132354960586	3329.5647748844626	3080.087916554536	4072.959535085481	902.5018758530492	1113.47664755634	4056.209389778807	5741.530621350218	4807.073861730339	1198.4316469734244	2407.9607370261688	5246.542365367399	2045.2709804893052	1764.9387310589707	2398.88701932653	1643.648912963815	7915.406186815288	9153.024467707428	12946.205772337034	1094.4194578031738	1735.3717832423226	1961.3470397592898	3666.9172708283513	1845.1369352292143	2513.9872130468652	3814.322882057484	9625.870025154885	3576.0279054183666	10210.414677084962	11668.422271567282	4695.847341316259	6545.550554615117	4578.354416463811	2458.391898290809	5355.989385038979	2377.439556082208	4234.921865519118	2135.0918023398003	2174.8769776867903	4179.017995190256	2234.9622903327536	2612.353895419952	5755.867300365906	1905.2289404606363	4699.342880595777	5962.128033663484	6582.371459888894	1993.7519414534584	3795.742318950163	3631.6602942365894	4707.130524875297	2058.783424991618	1030.2298160829891	5574.337120145343	10683.09966296379	3731.243283670168	4212.197065792985	7060.49861765818	5359.30376612398	4549.137546002644	4599.516323492149	2034.4250318983786	7130.422819043583	1887.7938176807438	7793.896909109788	2969.661103125849	3828.783242102098	2948.8262416231873	6425.70413378791	720.8908577193373	877.3431761504307	2677.0098999136076	13219.150416509718	6128.806434247505	13852.388359509729	9847.955965576972	3824.8772869430936	8740.79017202338	1101.0039832296281	5341.822591869389	873.1819951627017	582.6425863801173	4814.976082990658	1151.5512634579106	1027.2405959070902	5314.547768389539	2113.4234878231437	1540.9035039409705	1387.0833368174858	6884.3385862065015	2908.260925021563	3409.689058862514	4486.002348861553	9262.000562441524	10423.413153078976	2161.0485799299404	4167.441556744636	4972.092019413849	3818.996478391655	2800.9168057052716	1640.9895279600723	2709.3170086237155	7152.022345978044	1318.6989473205963	2015.6568020253033	3231.0031440339403
P241-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	68.16323372814536	0.0	69.61726796539344	7.086848635235733	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P261-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	97.52954314388538	26.606221911036247	10.942574237893343	5.6400742115027835	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	445.5652368694979	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.588178104152663	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.632207360167192	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.112751056591005	0.0	91.48909263357572	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P341-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.97111615943652	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
